Zona Eleitoral;Código Município TSE;Município;Bairro;Endereço do Local;CEP do Local;Número do Local;Local de Votação;Seções;Eleitores aptos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;59170;TRAJANO DE MORAES;BARRA DOS PASSOS;BARRA DOS PASSOS S/Nº - 2º DISTRITO;28755000;1031;ESCOLA ESTADUAL HONESTALDA DE MORAES MARTINS;3;753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;59170;TRAJANO DE MORAES;MONTE CAFÉ;DOUTOR ELIAS S/Nº - 3º DISTRITO;28757000;1040;ESCOLA ESTADUAL DOUTOR ELIAS;3;573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;59170;TRAJANO DE MORAES;TAPERA;TAPERA - QUARTO DISTRITO;28767000;1058;ESCOLA ESTADUAL DOUTOR JOSE DE MORAES SOUZA;5;684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;59170;TRAJANO DE MORAES;SODRELÂNDIA;SODRELANDIA S/Nº - 5º DISTRITO;28760000;1074;ESCOLA ESTADUAL MONCLAR GOMES FILHO;3;622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;59170;TRAJANO DE MORAES;MARIA MENDONÇA;MARIA MENDONÇA S/Nº - 4º DISTRITO;28750000;1082;ESCOLA ESTADUAL MARIA MENDONÇA;3;583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;59170;TRAJANO DE MORAES;LAGOINHA;LAGOINHA S/Nº - 2º DISTRITO;28755000;1090;ESCOLA ESTADUAL FAZENDA DO BURACO;1;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;59170;TRAJANO DE MORAES;SERRA DAS ALMAS;SERRA DAS ALMAS S/Nº;28757000;1104;ESCOLA ESTADUAL SERRA DAS ALMAS;1;376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;59170;TRAJANO DE MORAES;VISCONDE DE IMBÉ;VISCONDE DE IMBÉ - SEGUNDO DISTRITO;28755000;1112;ESCOLA ESTADUAL JOÃO DE MORAES MARTINS - ANTIGO LELE;4;518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;59170;TRAJANO DE MORAES;PONTE NOVA;PONTE NOVA S/Nº;28767000;1120;ESCOLA ESTADUAL PONTE NOVA;2;286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;59170;TRAJANO DE MORAES;PONTE DE ZINCO;RUA MANOEL THEDIN, PONTE DE ZINCO;28750000;1139;ESCOLA MUNICIPALIZADA PONTE DE ZINCO;1;224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58297;CORDEIRO;CENTRO;RUA MOACYR LAPORT LEITÃO 86;28540000;1015;COLÉGIO CENECISTA SANTA MÔNICA;6;1567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58297;CORDEIRO;CENTRO;RUA 15 DE NOVEMBRO 140;28540000;1031;ESCOLA ESTADUAL INOCÊNCIO DE ANDRADE;6;1686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58297;CORDEIRO;SANTO ANTONIO;POSTO ZOOTÉCNICO S/N;28540000;1040;CIEP DR. OSWALDO CRUZ;6;1869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58297;CORDEIRO;RODOLFO GONÇALVES;RUA CEL. JOSÉ OLIMPIO DE CARVALHO S/N;28540000;1058;COLÉGIO ESTADUAL ANTONIO PECLY;8;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58297;CORDEIRO;RODOLFO GONÇALVES;RUA E  1049;28540000;1066;ESCOLA ESTADUAL RODOLFO GONÇALVES (GRUPO);3;1072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58297;CORDEIRO;IPERJ;RUA MAESTRO ADOASTRO PIRES NEVES S/N;28540000;1082;ESCOLA MUNICIPAL JOSÉ PINHO DE CARVALHO;5;1729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58297;CORDEIRO;LAVRINHAS;RUA ANTONIO RIBEIRO DE MORAES S/N;28540000;1090;ESCOLA ESTADUAL CONSTANÇA SOARES TEIXEIRA - LAVRINHAS;4;1430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58297;CORDEIRO;MANANCIAL;RUA MANOEL COELHO S/N;28540000;1104;ESCOLA MUNICIPAL RITA CABRAL PINTO;3;461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58297;CORDEIRO;RETIRO POÉTICO;RUA ALTAIR ARRUDA NEVES (ANTIGA RUA DOIS) S/N;28540000;1112;ESCOLA MUNICIPAL ZULEIKA JUDICE MATTOS RODRIGUES;6;2235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58297;CORDEIRO;DOIS VALOS;RUA ANTONIO GONÇALVES RIBEIRO 416;28540000;1120;DER-DEP ESTR. E ROD. 18A R.O.C.;3;929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58297;CORDEIRO;SÃO MANOEL;RUA PETIT CABRAL;28540000;1139;ESCOLA MUNICIPAL NELY REZENDE MARANHÃO;2;531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58297;CORDEIRO;JARDIM DE ALAH;RUA SEBASTIÃO VIDAL SETE, 930;28540000;1147;PRÉ-ESCOLAR MUNICIPAL CANTINHO ENCANTADO;3;953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58297;CORDEIRO;RODOLFO GONÇALVES;RUA JOÃO FREITAS FARINHA, 62-A;28540000;1155;CELC - CENTRO EDUCACIONAL LABOR DE CORDEIRO;2;473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58297;CORDEIRO;PENA;ZONA RURAL - PENA;28540000;1163;ESCOLA MUNICIPALIZADA JOSÉ DOS SANTOS;1;98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58386;MACUCO;CENTRO;RUA FRANCISCO LOPES MARTINS 418;28545000;1015;COLÉGIO ESTADUAL JOSÉ CARLOS BOARETTO (GINÁSIO) - CENTRO;9;2308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58386;MACUCO;CENTRO;RUA PROFESSORA MATILDE PEÇANHA 100;28545000;1023;ESCOLA ESTADUAL FARMACÊUTICO RODOLFO ALBINO (GRUPO) - CENTRO;6;1587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58386;MACUCO;RETA;AV. JOSÉ MALAQUIAS S/N;28545000;1031;CIEP MUNICIP. HONÓRIO PEÇANHA - RETA;5;1368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58386;MACUCO;BARREIRA;RUA HENRIQUE PEDRO COUBE S/N;28545000;1040;COLÉGIO MUNICIPAL PROF DAVI COELHO DOS SANTOS - BARREIRA;3;764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58386;MACUCO;VOLTA DO UMBIGO;RUA SILVIO ANTONIO PONTES, 01;28545000;1058;ESCOLA MUNIC SYLVIA GONÇALVES BITTENCOURT BARTH ROSAS -VOLTA DO UMBIGO;1;336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;58386;MACUCO;CENTRO;RUA PROFESSORA MATILDE PEÇANHA 96;28545000;1066;CRECHE MUNICIPAL ZILDA RIBEIRO BIANCHINI - CENTRO;3;753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;CENTRO;RUA ANA BARROS AGUIAR  22;23860000;1015;ESCOLA MUNICIPAL MARIA AUGUSTA LOPES;4;1230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;PRAIA DO SACO;AVENIDA RIO DE JANEIRO S/N;23860000;1023;CIEP - ESCOLA ESTADUAL CANDIDO JORGE CAPIXABA (MUNICIPALIZADA);15;5924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;SERRA DO PILOTO;SERRA DO PILOTO S/N;23860000;1031;ESCOLA MUNICIPAL ANTONIO CORDEIRO PORTUGAL;3;816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;CENTRO;RUA NILO PECANHA, 23;23860000;1040;ESCOLA MUNICIPAL CORONEL MOREIRA DA SILVA;9;3343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;IBICUI;RUA ANGELO FERRO 15;23860000;1082;ESCOLA MUNICIPAL DE IBICUI;5;1668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;CENTRO;TRAV. VER. VIVALDO ELOY DA SILVA S/N;23860000;1090;CAMARA MUNICIPAL DE MANGARATIBA;2;677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;CONCEICAO DE JACAREI;ALAMEDA WALDOMIRO J. NOGUEIRA S/N;23885000;1104;COLÉGIO MUNICIPAL HERMINIA DE OLIVEIRA MATTOS;6;2249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;ITACURUÇÁ;RUA MAJOR CAETANO 58;23860000;1147;ESCOLA MUNICIPAL CAETANO DE OLIVEIRA;13;4787;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;ITACURUÇÁ;ILHA DE MARAMBAIA S/N;23860000;1155;ESCOLA MUNICIPAL LEVI MIRANDA;2;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;ITACURUÇÁ;AV DO CANAL S/N - BRASILINHA;23860000;1163;ESCOLA MUNICIPAL CECILIA FERRAZ;6;1927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;MURIQUI;RUA PRIMEIRO DE MAIO 180;23860000;1171;COLEGIO NOSSA SENHORA DAS GRACAS;12;4480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;MURIQUI;ESTRADA RJ 14  148;23860000;1180;ESCOLA MUNICIPAL CASTELO BRANCO;6;2351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;MURIQUI;RUA SÃO PAULO, 91;23870000;1198;ESCOLA ESTADUAL MONTEBELLO BONDIM;8;2974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;PRAIA GRANDE;RUA B  S/N;23860000;1210;ESCOLA MUNICIPAL PRAIA GRANDE;3;834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;JUNQUEIRA;ESTRADA ENGENHEIRO JUNQUEIRA S/N;23860000;1228;ESCOLA MUNICIPAL OLIVEIRA BELO;2;418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;PRAIA DO SACO;AVENIDA 07 DE SETEMBRO 421;23860000;1236;ESCOLA MUNICIPAL VICTOR DE SOUZA BREVES;6;2347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;58513;MANGARATIBA;CONCEICAO DE JACAREI;RUA VALDOMIRO JOSÉ NOGUEIRA, S/N;23885000;1252;ESCOLA MUNICIPAL GLAUBER DOS SANTOS BORGES;5;1611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;CENTRO;AV. ROBERTO SILVEIRA , 259;24900000;1015;CIEP PROFESSOR MARIA DO AMPARO RANGEL E SOUZA;22;8766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;CENTRO;AV. NOSSA SENHORA DO AMPARO 240;24900000;1023;CENTRO EDUCACIONAL JOANA BENEDICTA RANGEL;14;5566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;CENTRO;RUA BARAO DE INOA 137;24900000;1031;CEPT PROFESSORA ZILCA LOPES DA FONTOURA;16;5961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;FLAMENGO;AV. ROBERTO SILVEIRA 1138;24900000;1040;ESCOLA ESTADUAL DOMICIO DA GAMA;9;3584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;CENTRO;RUA ABREU RANGEL 115;24900000;1058;ESCOLA ESTADUAL ELISIARIO MATA;22;8713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;BARRA DE MARICÁ;PRAÇA ANA FERREIRA 1;24900000;1066;ESCOLA MUNICIPAL VEREADOR JOAO DA SILVA BEZERRA;8;2947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;ITAPEBA;AV 1 QD 04 LTO NOVA ITAPEBA  ROD AMARAL PEIXOTO KM 26;24900000;1074;ESCOLA ESTADUAL CACILDA DA  SILVA;11;4347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;CENTRO;RUA UIRAPURUS N 200;24900000;1090;ESCOLA ESPECIAL RINALDA RODRIGUES DA SILVA (SAREM);6;2137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;PONTA NEGRA;RUA SIMAO LUIZ DA COSTA S/N;24900000;1155;COLÉGIO ESTADUAL FRANCISCO JOSE DO NASCIMENTO;11;4136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;MANOEL RIBEIRO;RODOVIA AMARAL PEIXOTO KM 38;24920000;1163;ESCOLA ESTADUAL JOAO PEDRO MACHADO;3;953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;BANANAL;ESTRADA DE PONTA NEGRA 118 BANANAL;24900000;1171;ESCOLA MUNICIPAL AMANDA  PENNA DE AZEVEDO SOARES;4;1199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;UBATIBA;R JOSE FORTES DA SILVA S/N;24900000;1180;ESCOLA MUNICIPAL BENVINDO TAQUES HORTA;6;2273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;ESPRAIADO;ESTRADA DO ESPRAIADO S/N ( PEDRO AUGUSTO A. COSTA );24900000;1201;ESCOLA MUNICIPAL ESPRAIADO;4;1012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;CORDEIRINHO;ESTRADA DE CORDEIRINHO S/N;24900000;1210;ESCOLA MUNICIPAL LUCIO TOMÉ GUERRA FETEIRA;11;4392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;LAGARTO;ESTRADA  COMANDANTE CELSO (DO LAGARTO ) S/N;24900000;1228;ESCOLA MUNICIPAL BRASILINA COUTINHO;3;591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;GUARATIBA;ESTRADA DE GUARATIBA S/N;24900000;1236;ESCOLA MUNICIPAL GUARATIBA (TATIANA CHAGAS MEMÓRIA);5;1933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;SÃO JOSÉ DO IMBASSAÍ;RODOVIA AMARAL PEIXOTO KM 21;24900000;1260;COLÉGIO ESTADUAL EUCLYDES PAULO DA SILVA (ESCOLA DE SÃO JOSE);9;3585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;INOÃ;RUA APOLONIO ELIAS DA CRUZ S/N;24910000;1279;ESCOLA ESTADUAL DOUTOR JOAO GOMES DE MATOS SOBRINHO;11;4366;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;SPAR;RODOVIA AMARAL PEIXOTO KM 13 S/N;24910000;1287;ESCOLA ESTADUAL MINISTRO LUIZ ESPARANO;6;2379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;INOÃ;RODOVIA AMARAL PEIXOTO KM 17;24910000;1295;ESCOLA MUNICIPALIZADA DE INOA;6;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;RECANTO DE ITAIPUAÇU;RECANTO DE ITAIPUAÇU RUA 7 S/N;24900000;1309;ESCOLA MUNICIPAL JOAO MONTEIRO;13;4723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;SÃO JOSÉ DO IMBASSAÍ;RUA GUARUJA - KM 22 - LOTE 01;24900000;1317;COLÉGIO MUNICIPAL ELOMIR SILVA (CAIC);17;6657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;INOÃ;R LEONARDO JOSE ANTUNES S/N (ROD AMARAL PEIXOTO KM 15);24910000;1341;ESCOLA MUNICIPAL VEREADOR ANICETO ELIAS (JANELINHA DO SABER);12;4624;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;INOÃ;RUA LEITO DA ESTRADA DE FERRO N 05;24910000;1368;CIEP 391 - PROFESSOR ROBSON MENDONÇA LOU;15;5610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;GUARATIBA;RUA 48 LT 125 QD 62;24900000;1392;JARDIM DE INFANCIA TRENZINHO DA ESPERANCA;3;1195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;JARDIM ATLÂNTICO;RUA 36 ESQUINA C/83 - PONTA DO FRANCES;24900000;1422;ESCOLA MUNICIPAL MARQUES DE MARICÁ;14;5618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;ITAOCAIA VALLEY;R GUARANI S/N ITAOCAIA VALLEY;24900000;1430;ESCOLA MUNICIPAL RITA SAMPAIO CARTAXO (ITAOCAIA VALLEY);4;1343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;JARDIM ATLÂNTICO CENTRAL;RUA 8 COM RUA 34, S/N;24935527;1490;CEIM - CENTRO DE EDUCAÇÃO INTEGRAL MUNICIPAL VALÉRIA RAMOS PASSOS;17;6321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;ITAPEBA;AVENIDA PORTINARI, S/N;24900000;1503;ESCOLA MUNICIPAL ANTONIO LOPES DA FONTOURA;3;1138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;PONTA GROSSA;RUA 06 S/N;24900000;1511;ESCOLA MUNICIPAL DIRCE MARINHO GOMES;3;1095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;MARQUÊS DE MARICÁ;RUA VISCONDE DE ITAÚNA QD 17;24900000;1538;ESCOLA MUNICIPAL ALFREDO NICOLAU;3;956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;SÃO JOSÉ DO IMBASSAÍ;RUA B, LOTE 5, SÃO JOSÉ DO IMBASSAÍ;24900000;1546;ESCOLA MUNICIPAL VEREADOR LEVY RIBEIRO;4;1559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;JARDIM ATLÂNTICO;R. JARDEL FILHO (ANT. AV.2) Q570, LT3 PX PAD PAIS E FILHOS NA AV1;24900000;1554;COLÉGIO NOSSA SENHORA DA PENHA DE ITAIPUAÇU;10;3961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;RECANTO DE ITAIPUAÇU;RUA ISALTINA FILOMENA (ANT.R 14) S/N PX PONTO FINAL NO CANAL;24900000;1562;ESCOLA MUNICIPAL DA MATA ATLÂNTICA;4;1489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;MUMBUCA;RUA LEDO BARROSO BITTENCOURT S/N;24900000;1570;ESCOLA MUNICIPAL JOAQUIM EUGÊNIO DOS SANTOS;4;1322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;CASSOROTIBA;ESTRADA DE CASSOROTIBA, S/N;24945000;1589;ESCOLA MUNICIPAL VEREADOR OSDEVALDO MARINS DA MATA;2;690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;58530;MARICÁ;BARROCO;AVENIDA DOM PEDRITO, 24-A;24900000;1597;COLÉGIO EVOLUÇÃO DE ITAIPU;6;2426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;58556;MENDES;CENTRO;RUA PROF. PAULO SERGIO NADER PEREIRA, 250;26700000;1023;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL (ANTIGO SENAI);4;759;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;58556;MENDES;CENTRO;AVENIDA JÚLIO BRAGA, 2;26700000;1066;COLÉGIO CENECISTA MARECHAL RONDON;10;3326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;58556;MENDES;MORSING;RUA BOA ESPERANÇA, 256;26700000;1082;COLÉGIO ESTADUAL AMÉLIA DE LIMA E SILVA;4;1029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;58556;MENDES;HUMBERTO ANTUNES;AV. SANTA CRUZ, 2;26700000;1090;COLÉGIO ESTADUAL DR. JOÃO NERY;7;2072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;58556;MENDES;MARTINS COSTA;ESTRADA MARTINS COSTA, 5290;26700000;1104;COLÉGIO ESTADUAL PREFEITO JOÃO GURITO;4;976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;58556;MENDES;CENTRO;VILA WESTEY, 148;26700000;1112;COLÉGIO ESTADUAL PROFESSOR ARAGÃO GOMES;6;1542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;58556;MENDES;CENTRO;RUA ALBERTO TORRES, 17;26700000;1163;SECRETARIA MUNICIPAL DE EDUCAÇÃO (ANTIGO SENAC);3;465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;58556;MENDES;FIM DO PONTO;AV. JAYME SICILIANO, S/N;26700000;1180;COLÉGIO ESTADUAL JAYME SICILIANO;7;1090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;58556;MENDES;HUMBERTO ANTUNES;AV. SANTA CRUZ, 2;26700000;1201;COLÉGIO ESTADUAL DR. JOÃO NERY;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;58556;MENDES;CINCO LAGOS;AV. JABUTICABEIRAS, 2545;26700000;1236;ESCOLA MUNICIPAL ANTONIO DE FREITAS;2;449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;58556;MENDES;CENTRO;RUA ALBERTO TORRES, S/N;26700000;1244;CIEP;10;3157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;58556;MENDES;CINCO LAGOS;ESTRADA ENGENHEIRO PEDREIRA, S/N;26700000;1252;ESCOLA MUNICIPAL MARIA SEMEDO DE ANDRADE;2;533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;58556;MENDES;VILA MARIANA;RUA FÁBIO AARÃO REIS, 35;26700000;1287;UNIDADE DE SAÚDE DA FAMÍLIA DE VILA MARIANA;2;424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
