Zona Eleitoral;Código Município TSE;Município;Bairro;Endereço do Local;CEP do Local;Número do Local;Local de Votação;Seções;Eleitores aptos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;58050;BARRA DO PIRAÍ;CENTRO;ILHA DOS AMORES;27100000;1902;ITAPOÃ COUNTRY CLUB;7;1849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;CENTRO;RUA CRISTOVÃO LEAL, 255;27320410;1198;CENTRO EDUCACIONAL INTEGRADO VIEIRA DA SILVA;4;1052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;CENTRO;AV. DOMINGOS MARIANO, 447;27345310;1244;COLÉGIO NOSSA SENHORA DO AMPARO;13;2043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;CENTRO;RUA PREFEITO MÁRIO PINTO DOS REIS, 188;27345360;1252;COLÉGIO VERBO DIVINO;8;2859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;CENTRO;RUA PROFESSOR PEDRO VAZ, 08;27310210;1260;COLÉGIO ESTADUAL BARÃO DE AIURUOCA;20;2993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;ROBERTO SILVEIRA;RUA DEMÓCRITO DE SOUZA PINTO, 80;27310350;1295;ESCOLA MUNICIPAL PREF. LEONÍSIO SÓCRATES BATISTA;6;1923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;BOCAININHA;AV. AMARAL PEIXOTO, 1250;27350370;1392;ESCOLA MUNICIPAL DJAIR MACHADO GOMES;8;2627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;COLÔNIA SANTO ANTÔNIO;ESTRADA GOV. CHAGAS FREITAS, 798;27351720;1406;CIEP 486 - PROF.º LUIZ VALLEJO - COLÔNIA;13;4652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;JARDIM AMÉRICA;RUA JOAQUIM MARIA DA SILVA, 78;27343430;1457;ESCOLA MUNICIPAL JOAQUIM MARIA DA SILVA;8;2312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;COTIARA;RUA PADRE ERNESTO ZARAMELLA, 160;27347490;1503;ESCOLA MUNICIPAL PROF.º MOACYR ARTHUR CHIESSE;5;1207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;SÃO SILVESTRE;RUA JAIME CAMARGO, 49;27345100;1511;COLÉGIO ESTADUAL JAYME SILVESTRE DE CAMARGO;10;3112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;VILA INDEPENDÊNCIA;RUA JOÃO AFONSO BORGES, 932;27347030;1520;ESCOLA MUNICIPAL EULÁLIA GOUVÊA;7;2482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;BOM PASTOR;RUA SIQUEIRA CAMPOS, S/N;27313000;1635;CIEP 485 - PROF.º JOÃO BAPTISTA DE BARROS -  BOM PASTOR;14;2720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;VILA MARIA;RUA JOÃO BATISTA ATHAÍDE, S/N;27351730;1643;CIEP 054 - PROFª MARIA JOSÉ MACHADO DE CARVALHO - VILA MARIA;10;3876;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;SAUDADE;RUA JOSÉ NOVO, 123;27350050;1651;COLÉGIO ESTADUAL COMENDADOR PEREIRA IGNÁCIO;11;1941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;VILA URSULINO;RUA JOAQUIM FAGUNDES FERREIRA 1073;27351060;1694;ESCOLA  MUNICIPAL DR. ELVINO ALVES FERREIRA;8;2780;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;MONTE CRISTO;RUA CÂNDIDO TEODORO DE SOUZA, 233;27343040;1821;ESCOLA MUNICIPAL ROTARY CLUBE;4;1455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;KM - 4;ESTRADA BANANAL, N. 1697;27347580;1830;ESCOLA MUNICIPAL JÚLIO BRANCO;1;393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;COLÔNIA SANTO ANTÔNIO;EST. GOVERNADOR CHAGAS FREITAS;27350000;1848;GRÊMIO RECREATIVO DOS FUNCIONÁRIO PÚBLICOS MUNICIPAIS DE BARRA MANSA;3;911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;CENTRO;RUA VEREADOR PINHO CARVALHO, 267;27330550;1856;CENTRO UNIVERSITÁRIO DE BARRA MANSA;11;2288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;CENTRO;RUA JOSE ALVES CALDEIRA, 1;27330141;1864;ESCOLA DOMÉSTICA CECÍLIA MONTEIRO DE BARROS;7;1714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;CENTRO;RUA JOSÉ ALVES CALDEIRA, 01;27330141;1872;ESCOLA DOMÉSTICA CECÍLIA MONTEIRO DE BARROS;2;494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;SÃO VICENTE;RUA SÃO SEBASTIÃO, 164;27350300;1880;ESCOLA MUNICIPAL PROVEDOR SEBASTIÃO DE PAULA COUTINHO;1;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;58076;BARRA MANSA;SIDERLÂNDIA;RUA JOSÉ GONÇALVES REBOLLA, 3501;27360000;1899;ESCOLA MUNICIPAL ADELAIDE DUARTE FLORES;2;473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;CENTRO;RUA ARISTIDES FIGUEIREDO, 147;28360000;1015;FAETERJ;6;2150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;BAIRRO NOVO;AV. GOV. ROBERTO SILVEIRA, 702;28360000;1023;ESCOLA MUNICIPAL ANACLETO JOSÉ BORGES;12;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;CENTRO;RUA JOSÉ ALBERONI, 115;28360000;1040;COLÉGIO ESTADUAL EUCLIDES FELICIANO TARDIN (ANT. HORTO);9;2744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;CENTRO;RUA GONÇALVES DA SILVA, 75;28360000;1058;COLÉGIO ESTADUAL GOVERNADOR ROBERTO SILVEIRA (ANT. PEREIRA PASSOS);15;5131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;BAIRRO NOVO;AV. GOVERNADOR ROBERTO SILVEIRA, 702;28360000;1066;ESCOLA MUNICIPAL ANACLETO JOSÉ BORGES (PE. MELLO VELHO);13;4601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;CALHEIROS - 2 DIST;PÇ. HUMBERTO BARTHOLAZI, 80;28368000;1082;ESCOLA MUNICIPAL CORONEL LUIZ VIEIRA;4;813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;ROSAL - 3 DIST;RUA FRANCISCO DINIZ, 68;28370000;1112;COLÉGIO ESTADUAL E ESCOLA MUNICIPAL LUIZ TITO DE ALMEIDA;4;1291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;SERRINHA - 6 DIST;RUA SÃO JOSÉ, S/N;28372000;1139;ESCOLA MUNICIPAL EDSON ANANIAS;3;595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;CARABUÇU - 4 DIST;RUA CHRISTOVÃO PADILHA CAMPOS, 36;28372000;1147;ESCOLA MUNICIPAL LIBERDADE;6;1556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;PIRAPETINGA - 5 DIST;RUA FREDERICO LENGRUBER, S/N;28365000;1155;ESCOLA MUNICIPAL IRACEMA SERÓDIO BOECHAT;4;710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;MUTUM DE CIMA - 4 DIST;RODOVIA RJ 230;28370000;1163;ESCOLA MUNICIPAL LUZIA GOMES FREIRE;2;493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;BARRA DO PIRAP. - 7 DIST;RUA FRANCISCO TEIXEIRA MAGALHÃES, S/N;28360000;1171;ESCOLA MUNICIPAL FRANCISCO BORGES SOBRINHO;1;271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;ARRAIAL NOVO - 2 DIST;VILA DE ARRAIAL NOVO;28368000;1180;ESCOLA MUNICIPAL ASTROGILDO DE PAULA TORRES;1;372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;BOM JARDIM - 1 DIST;VILA DE SÃO SEBASTIÃO, S/N;28360000;1198;ESCOLA MUNICIPAL SÃO SEBASTIÃO;2;463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;USINA STA ISABEL - 1 DIST;AV. AMARO FERREIRA, S/N;28360000;1201;COLÉGIO ESTADUAL E ESCOLA MUNICIPAL ALCINDA LOPES PEREIRA PINTO;4;1186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;ASA BRANCA;RUA ASSU TEIXEIRA BORGES, 56;28360000;1210;ESCOLA MUNICIPAL OLÍVIO BASTOS;2;582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;PIMENTEL MARQUES;RUA ARISTIDES FIGUEIREDO, 962;28360000;1228;ESCOLA MUNICIPALIZADA SEBASTIÃO PIMENTEL MARQUES;6;2261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;SANTA ROSA;RUA GONÇALVES DA SILVA, 939;28360000;1236;ESCOLA MUNICIPAL PROFESSORA OTÍLIA VIEIRA CAMPOS;2;768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;SANTA TERESINHA;RUA JOSINO GARCIA DE FIGUEIREDO, 1640;28360000;1244;ESCOLA MUNICIPALIZADA JOSÉ BONIFÁCIO;4;1511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;USINA STA MARIA - 8 DIST;RUA DO COLÉGIO, 110;28372000;1252;COLÉGIO ESTADUAL MARIA DA CONCEIÇÃO PEREIRA PINTO;3;961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;58114;BOM JESUS DO ITABAPOANA;LIA MÁRCIA;PRAÇA JOSÉ DO CANTO MASCARENHAS, 50;28360000;1260;CENTRO SOCIAL SÃO JOSÉ;5;1906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;CENTRO;AV. 13 DE NOVEMBRO, 51;28907180;1023;COLÉGIO ESTADUAL MIGUEL COUTO;14;3783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;CENTRO;AV. NILO PEÇANHA, 68;28907000;1040;INSTITUTO DE EDUCAÇÃO PROFESSORA ISMAR GOMES DE AZEVEDO;8;2272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;PASSAGEM;MAESTRO CLODOMIRO GUIMARAES DE OLIVEIRA, S-N;28905165;1082;ESCOLA MUNINICIPAL ANTONIO DA CUNHA AZEVEDO;6;2162;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;MARLIM;AVENIDA ANTONIO FELICIANO DE ALMEIDA, S-N;28906240;1090;ESCOLA MUNICIPAL JOÃO BESSA TEIXEIRA;3;980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;PORTINHO;RUA HENRIQUE TERRA, 154;28911320;1104;ESCOLA MUNICIPAL DOMINGOS GOUVEIA;7;2748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;JARDIM FLAMBOYANT;AV. JÚLIA KUBITSCHEK, 80;28905000;1147;FUNDAÇÃO EDUCACIONAL DA REGIÃO DOS LAGOS;15;5089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;PARQUE BURLE;RUA THEONAS TERRA, 70;28913210;1171;ESCOLA MUNICIPAL AMÉRICO VESPÚCIO;9;3041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;PRAIA DO SIQUEIRA;RUA LUIZ FELICIANO CARDOSO, S/N;28912090;1252;ESCOLA ESTADUAL PRAIA DO SIQUEIRA;5;1902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;PRAIA DO SIQUEIRA;RUA IRMÃ JOSEFINA DA VEIGA, 73;28911120;1260;ESCOLA MUNICIPAL LUIZ LINDENBERG;6;2153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;JARDIM CAIÇARA;RUA FRANÇA, S/N;28910140;1740;ESCOLA MUNICIPAL PROFESSORA IZABEL DOS SANTOS MACHADO;4;1489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;PARQUE BURLE;AV. VICTOR NUNES DA ROCHA, 85;28913000;1856;ESCOLA MUNICIPAL DE EDUCAÇÃO INFANTIL VOVÓ CINHA;4;1568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;CENTRO;RUA RUI BARBOSA, 814;28907170;1953;COLÉGIO MUNICIPAL RUI BARBOSA;7;2575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;VILA NOVA;RUA FRANCISCO PARANHOS, 701;28907320;1961;ESCOLA MUNICIPAL JOÃO ROCHA;7;2683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;PARQUE BURLE;AV. VITOR ROCHA, 998;28913000;1970;ESCOLA MUNIPAL ROBINSON CARVALHO DE AZEVEDO;6;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;CENTRO;AV. NILO PEÇANHA, 140;28907000;1996;COLÉGIO SAGRADO CORAÇÃO DE JESUS;8;2883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;VILA NOVA;RUA CORONEL MÁRIO QUINTANILHA, N 299;28907420;2003;ESCOLA MUNICIPAL ARLETE ROSA CASTANHO;4;1350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;BRAGA;RUA FLORISBELA ROSA DA PENHA QUADRA 33;28908050;2097;SECRETARIA DE ADMINISTRACAO MUNICIPAL;7;2776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;SÃO CRISTÓVÃO;AV. AMERICA CENTRAL S/N;28909580;2100;COLÉGIO ESTADUAL PROFESSOR RENATO AZEVEDO;13;4552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;SÃO CRISTÓVÃO;AV. LECI GOMES DA COSTA 234;28909530;2119;SAO CRISTOVAO FUTEBOL CLUBE;9;3078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;SÃO CRISTÓVÃO;RUA EXPEDICIONÁRIO DA PÁTRIA, 410;28900000;2127;ESCOLA MUNICIPAL PROFESSORA MÁRCIA FRANCESCONI PEREIRA;8;2694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;JARDIM CAIÇARA;RUA PROFESSORA AMELIA FERREIRA S/N;28910440;2135;ESCOLA MUNICIPAL PROFESSOR EDILSON DUARTE;15;5284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;CÉLULA MÁTER;RUA LUIS DE CAMÕES, S/N;28909370;2143;CIEP MANOEL CORREA;12;3830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;SÃO CRISTÓVÃO;AV. JOAQUIM NOGUEIRA 812;28909490;2151;ESCOLA MUNICIPAL ZELIO JOTHA;9;2972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;JARDIM EXCELSIOR;RUA ROMA 333;28910360;2160;ESCOLA MUNICIPAL ALFREDO CASTRO;7;2376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;SÃO CRISTÓVÃO;AV. JOAQUIM NOGUEIRA 772;28909490;2178;LBV - LEGIAO DA BOA VONTADE;6;1796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;MANOEL CORRÊA;RUA PANAMA S/N;28909200;2186;ESCOLA MUNICIPAL THEMIRA PALMER;6;1445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;58130;CABO FRIO;GUARANI;RUA GOVERNADOR VALADARES 1096;28909010;2194;ESCOLA MUNICIPAL DEODORO AZEVEDO;7;2280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;CENTRO;RUA ANTONIO PERAZZO S/N;28430000;1015;COLEGIO MUNICIPAL JOAO BRITO CASTRILHO;3;1085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;CENTRO;RUA VICENTE BELO 294;28430000;1023;COLEGIO ESTADUAL PROF. MANOEL GONCALVES RAMOS JR.;4;1396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;CENTRO;RUA MARIA JACOB 33;28430000;1040;POSTO DE BENEFICIO DO INSS;1;323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;CENTRO;RUA VICENTE BELO 62;28430000;1066;JARDIM DE INFANCIA MANOEL GOMES;4;928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;CENTRO;RUA MARIA JACOB, 134;28430000;1074;SALA DA DIREÇÃO DO FÓRUM;1;308;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;MONTE VERDE;RUA CEL. SERGIO PITA 400;28445000;1090;ESCOLA ESTADUAL VALDEMIRO PITA;5;448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;SÃO JOÃO DO PARAÍSO;RUA ABEL PADILHA,  221;28450000;1120;ESCOLA MUNICIPAL PROFESSOR NATHAN MANSUR DEMACCHI;2;595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;SÃO JOÃO DO PARAÍSO;PRAÇA SÃO SEBASTIÃO, 173;28450000;1139;ESCOLA ESTADUAL OSCAR BATISTA;5;1597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;SÃO JOÃO DO PARAÍSO;RUA SEBASTIAO FRANCISCO KIFFER S/N;28450000;1155;CRECHE MUNICIPAL SÃO JOÃO DO PARAÍSO;1;302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;SÃO JOÃO DO PARAÍSO;PRACA SAO JOAO S/N;28450000;1163;SALAO PAROQUIAL;2;588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;FUNIL;RUA ABUD DAIBES, S/N;28440000;1228;ESCOLA ESTADUAL MUNICIPALIZADA ABUD DAIBES;6;1088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;TRES IRMAOS;ALAMEDA DR. JOSE BATISTA DOS SANTOS, S/N;28435000;1236;ESCOLA ESTADUAL MUNICIPALIZADA LARA VILELA;4;925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;CENTRO;RUA MARIA JACOB,  134;28430000;1252;DEFENSORIA PÚBLICA;1;388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;CRUZEIRO;RUA PRINCIPAL S/N - 4 DISTRITO;28447000;1260;ESCOLA ESTADUAL LADISLAU BOUSQUET;2;487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;CENTRO;RUA OSCAR BATISTA S/N;28430000;1279;SECRETARIA MUNICIPAL DE EDUCAÇÃO;2;556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;CENTRO;AVENIDA JOSÉ DE SOUZA FARIA, SN;28430000;1287;ANEXO DO JARDIM DE INFÂNCIA MANOEL GOMES;4;1303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;58173;CAMBUCI;CENTRO;RUA MARIA JACOB, N 134;28430000;1295;SALA DE CONCILIAÇÃO DO JUIZADO (FÓRUM);1;334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;58190;CAMPOS DOS GOYTACAZES;CENTRO;RUA TENENTE-CORONEL CARDOSO (RUA FORMOSA), 595;28035042;1015;COLÉGIO EUCARÍSTICO;7;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;58190;CAMPOS DOS GOYTACAZES;CENTRO;PRAÇA DA REPÚBLICA, 06 (ATRÁS DA RODOVIÁRIA VELHA);28010070;1023;ESCOLA ESTADUAL 15 DE NOVEMBRO;5;1487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;58190;CAMPOS DOS GOYTACAZES;CENTRO;RUA GIL DE GÓIS, 299;28035250;1040;COLÉGIO BITTENCOURT;5;1747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;58190;CAMPOS DOS GOYTACAZES;CAJU;RUA VISCONDE DE ALVARENGA S/N;28050420;1058;COLÉGIO MUNICIPAL 29 DE MAIO;9;2722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;58190;CAMPOS DOS GOYTACAZES;PARQUE SAO CAETANO;RUA ANITA PECANHA 100;28040320;1066;UCAM - UNIVERSIDADE CANDIDO MENDES;8;2831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;58190;CAMPOS DOS GOYTACAZES;PARQUE NOVA BRASÍLIA;RUA POETA FARIA JÚNIOR, 23, ESQUINA COM RUA WALDEMAR PRATA;28055160;1074;CENTRO EDUCACIONAL LUZ DO MUNDO;7;2228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
